content,label
배민클럽 이용중인데 배달비 무료라고 주문해놓으면 가게에서는 음식 이미 만들어놓고 배민라이더들이 안집혀서 맨날 배달늦다 이게 맞나 배달시킬때마다 스트레스네 쿠팡이츠로 갈아타든 해야지 배민클럽 무조건 이용하지마라 진심으로,0
상담 채팅에서 보기에 있는 것만 보낼 수 있는게 너무 불편해요 상황을 설명할 수 있는 보기가 없으면 어떡하라는거죠? 조리완료되고 20분이 넘도록 배달기사 배정이 안되면 어쩌라는건가요 취소도 못하게 하고. 그냥 다 식고 불은거 먹으라는건지 너무 짜증납니다. 이런적은 처음인데 제발 배달기사 빨리 배정해주세요 한집배달로 시키면 뭐해요 이럴거면 한집배달이 왜 있는지 모르겠네요 어차피 오래걸리는 건 똑같은데 진짜 배달만 시키면 짜증이 너무 나서 이제 배달의 민족은 이용을 못하겠네요 배달기사 배정이 이렇게 오래걸리는 곳은 이 앱밖에 없어요 오래 걸리는 걸 해결해줄 생각도 없어 보이네요 기분 좋게 먹으려고 시키는건데 맨날 화만 나요,0
업데이트전으로 돌아가고싶음 눈에 안들어옴ㅡ 조잡해지고 가게 찾기도 힘듬,0
"05:56분에 급하지도 않고, 배달건도 아닌데, 고객에게 보내는 카톡? 새벽시간에 이게 뭐냐고 했더니 죄송하다며 개선제안하겠다고, 그럼 차후 어떻게 진행되냐니까? 고객님께 피드백은 없다고.",0
얼마 전까지만 해도 잘만 배달되던곳이 먼곳이라고 배달 자체를 막아버림 이 뭡니까 이게 1.3km도 안됩니다,0
배민 서버 팔았나 캐시 지워도 다시 설치해도 와이파이를 써도 데이터를 써도 연결이 불안정하다고 화면을 불러오지 못했다고 뜨는데 쿠팡이츠 쓸게 걍,0
업체측의 잘못이 크지만 업체측 연락이 안되는 상태에서 고객센타에 전화했지만 해결 되는거 전혀없이 나몰라라하는 함! 배민 삭제 함 해결도 중재도 안되는 고객센타 왜 있는건지.,0
어플이 쓰레기인게 수저포크 항상 받는걸로 해둬도 자기들 마음대로 x로바꿈 ㅋ개발자가 싸이코패스인듯 그렇게해도 이러니 리뷰를 쓰는건데 정말 답이없네,0
가게 차단 기능 좀 만들어주세요! 인생에서 역대 최악으로 맛없는 음식을 돈 받고 파는 가게를 목록에서 보고 싶지 않아요! 기분나빠요!,0
오배송 처리 똑바로 해주세요 ㅎ 그리고 배달 성실히 잘하는 사람 뽑아주면 좋겠음ㅎ 이것만 빼고 다 좋음,0
음식은 진작에 조리 다 됐는데 매번 라이더 기다린다고 음식 다 식네요 라이더 매칭 관련해서 빨리 개선해야되는거 아닌가요? 하다못해 시간대별 라이더 매칭 지연률같은 정보라도 주시든지. 비싼 돈 주고 시키는건데 왜 손님이 하염없이 항상 기다려야하나요?,0
돈만 엄청 요구하고 그에 대응하는 광고나 허위 매장등을 전혀 걸러주지 않음 오히려 더 보여줌 수수료 엄청 먹고 핸드폰 리소스도 많이 먹음 이제 그냥 안쓸려고함,0
연결상태가 일시적으로 불안정합니다. 라고 하면서 아무것도 검색이 안되는데 몇주 째 지속됩니다.,0
아니 내부정책상 만나서 결제를 사용할수없다는데 뭐 소비쿠폰사용 막으려고 작정한건가요? 진짜 뭔생각인지 모르겠네요 어플 지웁니다,0
앱 화면 아래쪽 하얀줄이 네비게이션바를 가리는건지 흰색이라 안보이는건지. 뒤로가기 하려면 위치를 찍어서 눌러야 됨 ㅋ 수정 좀 하세요,0
"라이더 잡는데 기본 1, 2 시간걸려서 결국 취소하는일이 빈번해져서 쓸수가 없습니다.",0
쓰레기앱. 잘못주문한 건 주문취소 한번하기 어렵네요 상담원도 안받고 돈도 안뱉어내고. 더러워서 안씁니다.,0
음식 나온지 10분이 되어도 기사한테 픽업도안되고 알뜰배달이다보니 순서 뒤죽박죽에 기사님들이 먼저 픽업한 음식이 제일 나중에 오는 그런 불상사ㅎ 3발 엮어주면 첫번째픽업 오다 맨마지막 배달인데 음식이 짜장면ㅋ 이건 뭐 그냥 음식퀄리티 제로네요ㅎ 회사 이익만 챙기려할뿐 고객생각 제로. 심각하네. 전 뜨거운거에 예민해서ㅋ 차가운 치킨 피자 먹어도된다 싶은 사람만 먹어야할듯.ㅉ,0
해장하려고 반년만에 깔아서 해장국 시켰는데 1시간이 되도록 라이더조차 안잡힘 우리집이 뭐 언덕배기 오지도 아닌데 이게 맞음? 내가 뭐 큰거 바랐냐 해장하게 해달라고.,0
"돈은 다르게 받으면서 한집배달 알뜰배달 별 차이도 없고, 리뷰 안 좋게 쓴 걸 가게 요청으로 안 보이게 할 거면 리뷰 시스템은 뭣 하러 넣어놨냐? 장난치는 것도 아니고 진짜 짜증 나서 앱 못 쓰겠네 널린게 배달앱인데 운영도 뭣같이 하고 원래 쓰던 어플이라 그냥 계속 쓰고 있던 건데 걍 안 쓸란다.",0
은근슬쩍 배달시간 늘어나는거 재수없고 밥맛 떨어지니까 시정해주세요,0
배달 동선 보면 진짜 얼마나 멍청한지 알수 있다. 이제 보내줄때가 됐지 잘가라 배민 갈아타련다,0
문의하기 걍 극혐임 ㅇ 항상 지연된다고함ㅋ 도랐나ㅋ 그럼 직원을 더 모집하던가 문의할때마다 항상 문의가 많아 연결이 어렵다고 지연ㅋ,0
와 몇번을 물어보냐? 장바구니 수량이라고요. 뭘자꾸 없는걸 만들어내실까? 대용량이 2개가 아니라 상품 10개가 아니라! 장바구니 수량을 못알아듣나? 장바구니수량 제한이 몇이냐고요!,0
아니 기사들보고 좀 글좀읽으라그래라 주소도 똑바로안봐 기사님 메세지도 안봐 매일 보고 근처에 다와가면 기다리는데 맨날 딴집가서 기다리는거보면 진짜 속뒤집어지겠다,0
8000원 할인쿠폰 준다길래 앱깔았는데 개뿔 할인 1도 안되고 무슨 배달팁 할인해서 배달무료로만 되게해놨네ㅋ 이런 어그로마케팅은 배달의민족 이미지를 더 떨어뜨릴 뿐입니다.,0
"배달 주문하면 돈까스를 자르지도 않고 칼도 주지 않는 한 돈까스 가게가 있는데 처음 한번은 실수겠거니 넘겼는데 계속 그러더라고요. 저랑 똑같이 데인 분들이 작성한 다른 리뷰도 있고요. 몇달이 지나도 개선도 안되고 가게 연락처도 없고 해서 별점을 좀 낮게 주고 불만을 얘기하니 사장이란 인간이 말로만 죄송하다 하고선 ""너때문에 오늘 주문량이 줄은거같애! 내가 잘못한건 모르겠고 다 니탓이야!ㅠ""이런식으로 배민에 게시중단 요청을 해서 제 리뷰가 명예훼손?이라고 검열삭제가 되는게 중국공산당 뺨치는 솜씨더군요~ 별점 5점이 아니면 리뷰 검열해버리고 한마디 한게 '명예훼손'이라니 무서워서 말도 못하고 살겠네요~ 이럴거면 별점은 뭐하러 있나요? 악덕업주랑 손잡고 가게에 상처받은 손님을 '명예훼손'이라고 찍어누르는 카르텔 플랫폼은 앞으로 절대 안쓸거고 가족지인들한테도 전부 불매하라 해야겠습니다. 아, 혹시 이것도 '명예훼손'인가요? 그럼 이 리뷰도 검열해 버리시든가 ㅋ",0
왜 가게배달은 이토록 찾기 어렵게 해놨는지 만나서 결재도 된다 해놓고 막상 눌러보면 안뜨고 왜 이러죠 사용할 수가 없잖아요,0
쿠팡만쓰다가 신규가입해봄 신규가입 할인 3000원됨 ㅋ 쿠폰적용하는것도 어렵고 무슨 뭔배달이 3개임 큐폰적용할려면 뭔배달선택에 금액선택에 알뜰배송이고뭐고 어려움 그냥 탈퇴하고 다시 쿠팡이츠.,0
버그 좀 고쳐요 결제하려고 하면 자꾸 오류 떠서 몇 번 재접해야 되잖아요 정말 불편하네요🙁,0
배달시키면 옆집에 배달하거나 2시간은 기다려야 합니다. 관련해서 상담사한테 말해봤자 제대로 보상해주지 않습니다. 다른 어플 쓰세요.,0
일회용품 필요 없다는게 왜 기본 설정인가요 개발하시는 분들은 배달 안시켜먹으시나 역량에 비해 너무 성공했네요 어플이,0
배민클럽 해지하는법을 진짜 까다롭게 해두셨네요 이렇게 하셔서라도 돈벌고 싶으신지 어떻게 하는지도 자세하게 안 나와있고 해봐도 안되네요 1ㄷ1 상담 들어가려고 해도 먹통당하고요,0
유튜브 프리미엄이랑 제휴한다 해서 구독했는데 알뜰배달로 주문했더니 조리 완료 후 50분이 지나도록 배차가 안 돼서 픽업을 못하더라고요 ㅎ. 한달만에 바로 해지했습니다. 배민 반성하세요.,0
"쿠폰도 안주고 배달비는 비싼데 엄청 오래걸림. 쿠팡이츠는 배달비도 안받고 30분 내로 갖다주는데 배민은 같은 집도 배달비 4천원 받고 가게에서 픽업 후 1시간 들고다니다 차가운 음식 던져놓고 감. 상담원도 잘 연결 안되고, 연결돼도 사람인지 봇인지 복붙해서 소통이 안되고 답답함",0
한 그릇 배달 절대 시키지 마시길 할인이라고 되어 있는 가게들 전부다 원래 가게 정보에 가서 보면 기존에 파는 가격에서 가격 올리고 할인인 척 하는 놈들이 100프로임 이런 것도 관리 안하는 배민 앱도 개 불편 지역 화폐 배달로 갈아 탄다 이제,0
저는 위치를 어플 믿고 위치를 자동으로 찾기를 했는데요 바로 옆에 아파트로 왔어요. 그냥 수동으로 입력하세요,0
"쿠폰을 뿌리는데 하나도 쓸 수 없게 해놨네 (ex. bhc 한집배달 되는데가 일단 우리동네에 없고, 다른 지역도 별로 없음)",0
하 더 복잡하게 만들어놧네 사진만 대따 크게만들어놓고 음식 하나 시키는데 뭐이리 복잡하게ㅡ 좀 단순하게좀 만드는게 어렵나?,0
갑자기 로그아웃되있더니 로그인도 안되고 계정이없다뜸ㅡ내 계정 원래대로 복구해놓으시길,0
자주쓰던 앱인데 갑자기 찜 해논집이 찜 해지가돼서 다시 찜 했는데 다시 들어가니 또 해지가 돼있어요. 늘 먹던곳이 안떠서 이상하다했는데 머죠?,0
1년넘게썼는데 맨날 배달시간 이빠이밀리고 고객센터24시간이라해놓고 밀리는시간에는 한시간씩 전화기붙들고있어야하고채팅상담도안되고 배달기사는 배달10개씩묶어다니고 따져봤자 배달기사한테는 아무패널티없고 기다리고기다리다 취소하고 라면먹게만드는어플 그냥 배부른어플,0
요즘은 가게에서 늦어지면 전화로 사과전화도 안하고 그냥 앱에서 도착예정 시간대 몰래바꾸면 끝인가봐쇼,0
배달 시켰더니 1시간이었던 예정 시간이 1시간 추가로 늘어나서 고객센터에 문의했더니 취소하고 아무 조치도 안해줌 그냥 2시간 굶었어요 쓰지마세요 배민.,0
진짜 궁금한건데 리뷰 한달동안 숨기게해주는 기능은 왜만든거에요? 그리고 숨겨주는 기준이뭐죠? 음식을 이상하게만들어줘서 평점을 낮게줘도 숨겨서 다른사람들이못보면 무슨의미가있는거죠 ㅋ,0
제발 어플 업데이트하는건 좋은데 화면 이상하게 바뀌고하는거 좀 많이 욕나오네요 새롭게 바꾸고 하는거 다좋은데 기존배민에 익숙한사람들 좀 배려하면서 업데이트하시면서 바꿔주세요,0
도착예정시각이 19분에서 35분이었다가 45분으로 실시간으로 계속 바꿀꺼면 예정시각을 알려주는 의미가 있나? 최초 예정을 맥스로 찍어놔야지 준비다 맞춰서 해놨더니 계속 딜레이,0
아니 업뎃을 뭐 이따구로 했데 드레그 하다보면 옆으로 계속 넘어가져서 메뉴 고르다 승질뻐대겨져 폰 내동댕이쳤네 이건 누구 빡통에서 나온거임?,0
앱은 정렬기준 빼곤 그래도 쓸만했는데 플랫폼 자체 서비스가 점점 답이 없어지니 앱도 답답한 느낌,0
요즘 한집배달도 기본 사오십분 소요되고 심하면 한시간도 넘어가네요 내가 왜 굳이 돈 더내고 한집배달을 했나 쌍욕 나와요. 라이더들 돌때 다 돌고나서 내꺼 픽업하고 내 배달만 시작하면 그게 한집 배달인가요? 라이더 배정되고 음식픽업을 30분 있다하는데.이건 진짜 배민이 만든 폐해라는 생각밖에 안드네요,0
기존에 스타일이 보기가 더 편하고 좋은데 왜 이상하게 바꾼건지 이해가 안 가네용? 보기불편함ㅋ적응 안되네여 에휴~,0
유튜브프리미엄 연동하라고해서 연동하기 누르면 403 에러 뜹니다 괜히 유튜브 구독해지했어요 다른 구글아이디로 시도해도 해결 안됩니다,0
주문취소도잘 안되고 상담사 연결도 안되고 최선을 다했다더니 안된다고 몇초만에 문자오는게 말이되나요.?,0
가게 배달도 없어지고 시간이 지날수록 편의성이 개판 먼저 탈퇴합니다~,0
주문 도착안했는 데 자동응답은 말 빙빙 쳐돌리기만 하고 고객센터는 전화쳐안받고 가게는 시8 우리 책임아니라고 고객센터 전화하라 그러네 피해는 내가 봤는데 왜 내가 시8쩔쩔매야되는거야,0
화면을 불러오지 못했다고 뜨는데요. 배달시키려고 누르는데 안떠서 지웠다 다시 깔고했는데도 아직 그대로네요.,0
50분걸린다면서 1시간40분 기다리게 만들고 제대로 사과도없네요 최악이고 요기요로 넘어가야겠네요,0
음식배달 카테고리 들어가면 제일 위에 뜨는 오픈리스트 광고 가게 3곳 말고는 아무 가게도 안떠요,0
결제하고나면 돈을떠나서 경북칠곡에 일하러왔는데 객지나와시켜먹기다반산데 거의다무료배달이안되요.돈아깝고 픽업이라는식당찾아가기멀고 이건쫌아닌가싶어요. 대책을세워주세요 아님결제취소하고배민해원탈퇴해야될듯싶네요?,0
지원금 사용처 랜덤뽑기하는 배달앱 본인들이 지뢰찾기 마냥 가능 리스트 넣어두고 행정지역 확인하지 않은 소비자 탓으로 돌리고 자기들은 해줄 수 있는 게 없다며 3천원 쿠폰으로 마무리하려고 하는 소비자 기만하는 앱,0
예정 6시 42분에 시킨 배달 도착 시간이 7시 9분인데 아직도 조리중이고 39분뒤 도착. 진짜 더러워서 못 쓰겠네,0
업데이트하고 불편함. UI 쓰레기됨. 랭킹도 없어 지고 가게배달도 없어짐 쿠팡으로감ㅅㄱ,0
"배민클럽 자동결제 깜박하고 안 풀어서 해지하려고 했더니, 원래 되던 게 당일은 안된다고 막아놈ㄷ",0
"개요 : 25년 9월 7일 오후 8시에 픽업을 받아야하는 상황 1. 오후 6시 58분경 7시 54분 도착을 확인 한 뒤 232,000원 주문 2. 7시 38분, 7시 51분, 8시 23분 배민에서 카톡으로 배달 지연 양해 문자가옴(라이더가 안잡힌다는 내용) 3. 8시까지 일정이 있어서 이후에 확인을 해보니 도착시간이 8시 37분에서 8시 46분으로 한번더 지연됨 4. 직접 픽업하는게 빠를것같아서 가게에 연락 후 이동함 5. 가게에서는 배민에 3번 요청했으나 배민에서 무응답이라고 하심, 직접 픽업하려면 배민에 연락해서 배달은 취소를 해달라고하심, 배민 상담사에게 연락함(연결까지 10분걸림) 6. 배달은 취소하고 직접간다고하니 주문을 완료하심 7. 놀리는것도 아니고 가게에 거의 다 도착 할 때쯤 라이더가 잡혔다고 알람이옴 8. 가게를 통해서 라이더님께 직접 픽업하겠다고 전달함 9. 다음날 항의하려고 어플 고객센터에 들어가니 6번 주문 완료건 때문에 항의도 못하게 채팅 상담을 막아버림",0
아침부터 자꾸 불러올게 없다해서 삭제하고 다시설치했더니 연결상태가 일시적으로 불안하다면서 안되네요.,0
주문 검색 로그인 오류 나서 업데이트 했더니 주문 검색 전보다 못하네요 ai로 바뀐건지 가게 검색 기능 정확도가 떨어져요,0
배민 클럽하지마라 돈 아깝다 알뜰배달이어도 1시간30분걸리는게 말이되냐? 개선한다하고 개선을안한다 거지같은 어플이다 왠만하면 리뷰안다는데 다시는 배민 안쓴다,0
사용 하면서 배달 속도 문제로 불편을 받고 늦는다고 해서 보상 받거나 이런 문제도 제대로 안되고 불편하네요,0
배달기사없으면 주문을 받지말자 두시간기달려서 꼴랑3000원쿠폰주지말고 욕나오는거 맨날참는다 수수료는 얼마나 많이뜯어가길레 매장이랑 배달가격이랑 30%이상 차이나냐 . 진짜 더러워서 안쓸란다이제,0
늦을때마다 도착예정시간을 늘리면 도착예정시간은 왜 있는건가요,0
주문취소가 되면 전화가 와야하는게 아닌가요? 카톡으로 가게사정에 의한 주문취소라고 달랑보내면 그거 확인 못 한 사람들은 확인할때 까지 1시간이고 2시간이고 기다려야 하잖아요. 상담사에게 전화하니 그냥 미안하다고만하고 회사 홈페이지나 그런곳에 불만사항 올려서 이용자한테 공유하고 싶다고 하니 전화상담이나 일대일 상담. 메일밖에 올리는 곳이 없다고 하네요. 이렇게 불편하면 배민을 쓸 필요가 있을까요? ㅡ리뷰에 대한 답변입니다 불편해서 상담사에게 전화했다고 위에 올렸잖아요. 위의 상담사가 배달의 민족 상담사입니다. 어디 상담사인지도 모르고 답변을 다셨나봐요.정말 성의 없으시네요.,0
업뎃으로 ui를 자꾸 지들 입맛대로 실험용 쥐마냥 바꿔버림 할인하는 브랜드가 원래 메인 위쪽에 있었는데 마이페이지로 치워버린거 보고 이놈들 일부러 숨겼구나 싶음,0
한집배달을 했는데 라이더가 배송을 완료하지 않아도 또 콜을 받을 수 있다는게 이해가 안됩니다. 배달을 하면서 받으니까 다시픽업해서 오다보니 시간은 더걸리네요. 시스템적으로 완료 후 받기로 막을 수 있을텐데 그런것도 안하고 쿠팡으로 이사갑니다,0
"사업자의 별점 노출/비노출 선택, 사기친 고객 재주문 차단기능, 블랙리스트 공유 등 건의하고 요청해도 의견반영하겠다라는 말로 끝. 좋은 고객님들도 많지만 일부 악의적인 고객으로 인해 자영업자도 너무 힘들고 스트레스 받습니다 저도 이거쓰면서 남일같지않아 별1개누르기 싫지만 꼭 필요한 사항이라고 생각되어 올립니다 답글 달아주시는 담당자님 너무 고생하시는거 아는데요 윗선에 보고 좀 잘 올려주세요 수고많으십니다",0
배차 개느림. 상담사 연결은 더 더 느림. 돈 더 주고 한집배달로 시켜도 라이더가 다른 곳 들렀다 와서 배달 지연(이에 대한 조치 전혀 없음.) 그냥 사상 최악 쓰레기앱. 사장님들한테 수수료는 개많이 떼어먹으면서 일을 이딴식으로 하는 게 말이 되나? 음식이 식거나 불거나 하면 가게 사장님들이 리뷰로 욕받이 해주니까 그래도 된다고 생각하는건가 ㅋ 제발 많은 분들이 이 리뷰를 보시고 꼭 쿠팡이츠로 갈아타셨으면 좋겠네요. 쿠팡은 배달 지연 없고 배민보다 훨씬 빨리 옴. 배민에 1년에 몇백씩 썼는데 이제 쓸 일 없음~,0
구형폰 은 기기가 이 버전과 호환되지 않는다고 하면서 설치도 안되는데 무슨 쿠폰을 보내냐고. 이전에 배민설치 하고 사용 하다가. 갑자기 안되서 삭제하고 설치 할려니 설치 안되네 . 쿠폰 보내지마라 기본이 없는것들.에라이,0
별점 마이너스는 없나? 가게 로고 다 빼고 음식사진으로 쳐 게시해놓고. 리뷰이벤트 내용 리뷰란에서 임의적으로 전부 삭제 시키고 ㅋ 리뷰란은 뜬금없이 상단에 있질 않나 ㅋ 일반 주문과 1대1주문 헷갈리게 하려고 꼼수 쓰니? ㅋ 일을 하기 싫음 걍 하지를 말아. 뭣하러 욕 쳐먹으면서 운영하냐 ㅋ배민도 앞으로 훤~히 보인다,0
폰을 바꾸게 되면서 배민 깔고 로그인하려고 했는데 뭔가를 잘못눌렀는지 네이버 메일을 가져올수 없다고 네이버에서 배민정보제공에 이메일을 허용하라고 하는데 도대체 무슨소린지 하나도 모르겠네요? 네이버에 들어가서 배민을 허용하라고요?그런거 없던데ㅎ 웃긴건 같은 아이디인데 전에폰으로는 잘됨 새폰은 어플 깔았다 지워도 반복 아니뭐 오뚀라규.,0
요즘 사용하려고 업데이트 하고 와이파이가 아닌 데이터로 어플켜도 연결상태가 일시적으로 불안정 하다 화면을 불러올 수 없다는 메시지만뜨고 사용을 할 수 없어요. 어플 삭제하고 다시 깔았는데 배달의 민족 어플이 계속 중단되요,0
시스템도 개불편하고 돈 쳐받아 먹을려고 눈에 훤하고 상담사 연결은 30분 넘게 안 되고 한집배달은 기사가 타사 어플로 2중 배달하면서 돈 쳐먹고 걍 죤내 최악임 배달지연은 계속 늘어나고 그럴거면 왜 알뜰배달 했는지도 모르겠고 한집배달도 한집이 아닌데 왜 돈 더 쳐받고 한집이라고 하는지도 모르겠고 상담사 연결 하는거 나는 30분 넘게 기다리다가 잠깐 폰 안 보면 그사이에 5분안에 답장 안 했다고 문의 종료되고 소비자 갖고 장난치는것도 아니고 진짜 이기적이고 망해야되는 어플중 하나임,0
맨날 바로결제 첨인사람들 쿠폰이벤트만하네여 새로운사람 끌어올 생각만하지말고 기존고객 잘 유지할 생각이나하세여 맨날 그딴식으로 속보이게 이벤트를해‥이해하는것도 정도껏이지 해도해도 너무하네‥배달어플이 나온지가 언제인데 배달어플 쓰는사람 이미 쓰고있는 사람들이지 아직 안쓰는 사람은 배달어플 안쓰는 사람이란걸 왜 모르지?백날 그런이벤트해봤자 관심안갖던지 쿠폰한번쓰고 끝~그런 쓸때없는 이벤해댈때 진짜 배달어플쓰는 기존고객 떨어져나감니다‥요즘 해택 마니주고 훌룡한 배달어플이 얼마나많은데‥,0
"찜목록을 지역별로 폴더링해서 볼수있게 만들고, 최근 바뀐 ui가 너무 복잡해요. 기능이 많은건 알겠는데 보기 불편하네요. 특히 배민배달이랑 가게배달 목록디자인에 차별을 둔건 좋지만 배민배달 목록이 사진만 크고 어떤 가게인지 한눈에 안들어와서 배민배달로 시킬 건데도 가게배달로 먼저 찾고 배민배달로 시켜요.",0
홈에서 근처배달되는 식당검색이 안됨! 일일이 식당이름 검색해서 찾아야 나옴! 전엔 안그랬는데 어느날 갑자기.ㅠ,0
주소 잘못눌러서 주소관리에서 바꿀려했더니 안바뀜. 그냥 불편한 앱임.,0
"배민. 쿠팡이츠로 잠시 떠났었지만. 비마트, 가게직접배달 등등 잘 이용했고 사랑했어요. 이젠 영원한 굿바이. [내용추가👉] 헐 리뷰보다보니 상담직원에 대한 부정적인 리뷰거 있어서 추가로 적어요ㅠ 채팅상담직원분 때문에 기분 정말 안좋음요ㅠ! 저 진짜 10년 넘게 사용하던 계정 그 직원 분 때문에 바로 탈퇴했습니다ㅠ 저 한때 VIP 몇달간 쭉 하고 그랬었는데ㅠ 상담하시는 분들 고생하시는 거 알지만. 고객 기분 나쁘게 할 이유는 뭐람?ㅠ 업체 하청이시라면 다른 업체를 찾으시거나. 뭐. 그러면 어떠실지 싶지만. 이번 계기로 다이어트 제대로 시작해보겠습니다 홀홀홀",0
🎉배민을 지웁니다🎉 ㅋ 요즘 공공앱이나 지역 앱이 잘되있어서 지역 상인들도 돕고 할인혜택 도 많아서 배민은 지웁니다!🎆 이제 독일로 꺼졌으면.,0
기타결제를 하려고 하는데 대면결제기능을 없애놓으면 어떡합니까 진짜 막장으로 운영하시네 두번다시 이용 안하렵니다,0
알뜰배달로 주문하면 라이더들 음식 받아놓고 20~30분씩 시간 떼우다가 출발합니다. 정말 최악입니다. 이거 삭제하고 쿠팡이츠로 갈아탑니다. 음식이란게 뜨거울때 먹어야 맛있는데 다 식어버린 음식을 먹으려고 비싼배달료 주고 음식 시킵니까!,0
0점을 못줘서 1점 줍니다. 배달 늦고 배달 실수나 매장에서 실수를 해도 환불을 잘 안해줘요. 배민 초기때부터 이용중이였는데 도저히 못봐주겠어서 쿠팡이츠로 바꿨습니다. 다시는 안써요.,0
계정을 몇번을 삭제하고 초기화해도 그대로 예전계정으로 나타나있으면 문제되는거죠!사업체가 좀 커지면 앱 도구를 탄탄하게 막아두던가 이게 머에요. 불편하게~,0
다른어플 쓰세요 기본 배달시간 70분에서 80분 시작인데 이마저도 늦게 도착해요 굳이 쓸 필요가 없습니다. 다른어플이 더 쾌적하고 빠르고 유용합니다.,0
알뜰한집배달 이벤트는 주루룩 있으면서 정작 알뜰한집배달을 적용시킬수가 없어서 아무것도 혜택이 없다,0
결제전에 다른 음식을 시키려고 뒤로가기 눌렀는데 결제 완료됩니다. 그리고 1.5초도 안지나서 주문 취소하는데 이미 조리 들어가서 취소도 어렵다고 합니다. 굉장히 유감스러운 앱입니다.,0
"앱 자주 이용하는 고객이지만, 앱 내 서비스 비효율성 문제로 인한 실망과 실질적인 손해 발생으로 실망이 큽니다. 개선 부탁드립니다. 우선 자세히 설명해보자면 서비스를 이용하면서 큰 불편함과 실망을 경험했습니다. 사용자의 선택과 상관없이 기능이 제멋대로 변경되었고, 그 결과 학생인 저에겐 큰 금액을 잃었는데요. 이처럼 복잡하고 비효율적인 앱 환경으로 인해 서비스 이용 과정에서 약 2만원 상당의 실질적인 금전적 손해까지 발생했습니다. 현재 서비스 수준과 편의성을 고려하면 다른 경쟁 어플을 이용하는 것이 훨씬 합리적일 것 같습니다. 별점에서 드리는 1점은 시스템상 부여할 수 있는 최소 점수이기 때문에 드리는 것입니다. 이 평가에 대해 진지하게 고려하신다면, 앱 서비스를 효율적으로 재개편하는 등 즉각적인 조치 부탁드립니다.",0
"배민하라고 영업한 회사가 수수료를 하도 가져가니까 수수료를 줄일 수가 없는 구조. 스스로 수수료 책정하고, 도와주는 척 어쩔 수 없는 척 하는 파렴치한 독일 기업",0
주문내역을 볼수가 없다 클릭도 안되고 스크롤도 안됨 후기를 못씀 다른건 다 되는데,0
"배달기사 평가하는것도 나와야합니다 배달기사 정보랑, 오늘 있었던일이 제가 배달 주소 실수해서 고객센터 요청했는데 4키로 넘어간다고 못도와준다해서 직접 매장 전화해서 여기 주소 가능하냐 했더니 그럼 여기로 해주겠다 해서 기다리는데 배달기사가 그냥 원래 주소로 배달 해놓고 배달 완료하고 전화번호 차단박고 갔네요, 5만원 버렸습니다 ㅋ 그래놓고 3천원 쿠폰",0
배달 개느림 콜센타 연결 안됨 채팅상담은 채팅 봇만 계속 돌려서 말함 이쯤되면 이걸 쓰는게 흑우 인증임 배달 플랫폼 어플인데 뭐하나 잘 되는게 없음,0
알뜰이라고 해도 바로앞 동내를 30분동안 배달을 하네요 다른어플쓰는게 낫겠다 싶어 삭제합니다,0
몇년을 썼는데 근래에 가게배달 탭 사라지고 쓰잘데기 없는 광고만 늘어나고 보기 힘들어졌어요 타앱 갈아탈까 고민임,0
수저포크X가 기본이라 몇번이나 불편를 겪네요 메뉴 담아서 O로 설정하고 메뉴 수벙하면 다시 X로 되고 짜증납니다,0
진심으로 화나서 리뷰 남깁니다. 아무 생각 없이 유명한 앱이고 먹고싶은 음식이 있어서 다운로드하고 가입했습니다 오늘 점심쯤 가입했는데 그 때부터 지금까지 길어봤자 5시간 지났는데 최근 일주일 한 번도 받지 않은 스팸 전화를 4통이나 받았습니다 다른 곳에서 제 개인정보가 유출된 것일 수도 있지만 위에서 언급했듯이 최근에 070이라든지 051이라든지 이딴 전화 안 받은지 꽤 됐거든요. 진심으로 화나네요 바로 탈퇴합니다~,0
1. 배달비로 장난질 심함 배달비 아끼려고 배민클럽 가입해보니 분명 알뜰배달 됐던 가게가 배달비 2배 이상인 가게배달만 되는걸로 바뀜. 바로 배민클럽 해지함. 2. 상담원 연결해서 답변받는데 30분 이상걸림 상담원이 부족하면 사람을 더 뽑던가 배달 잘못 왔는데 음식은 계속 식고있고 빠른 처리가 필요한데 매우매우매우 답답함 경쟁사는 무료배달에 처리도 빠른 편인데 굳이 이걸 쓸 이유를 모르겠음,0
"아니 업뎃후에 로그인은 왜 해제되어있고 로그인 새로 했더니 그리고 쓰던 닉네임, 집주소랑 결제수단 왜 다 날라갔나요? 주문이력도 9월꺼만있고 다날아갔네요. 조치해주세요 . 당장",0
여기 정말 안좋아요 상담원연결도 힘들고요 아주 불만족입니다 별하나도 아까워요 전화해서 고객한테 따지는 곳은 여기뿐일거에요 평점 안믿는데 이것은 정확하네요,0
업데이트하고 불편해요 업데이트 좀 그만하세요 카카오톡 처럼 불필요한 업데이트만 하네요,0
주문 전 예상시간 최대 45분이었는데 주문하니 1시간 20분으로 뜸. 배차시스템 관리가 안되는 거 같아 쓸 이유가 없음.,0
